주민등록번호,이름,연봉,결혼여부,자녀수,부양가족수,의료비공제액,교육비공제액,주택자금공제액,기부금공제액,신용카드사용액,체크카드사용액,현금영수증사용액,연금저축공제액,퇴직연금공제액,소득공제총액
140925-1809814,장종수,83540000,미혼,0,2,730000,2670000,2190000,600000,152790000,60000000,17860000,270000,5030000,11490000
640823-2122322,이준영,65540000,미혼,1,1,1560000,1620000,1880000,1000000,156430000,65310000,49710000,3970000,4500000,14530000
290029-2055051,김윤서,35140000,미혼,0,1,940000,2660000,0,1100000,35220000,86450000,7950000,1820000,2400000,8920000
390917-1962441,김성수,92490000,기혼,0,5,4360000,1090000,570000,670000,56540000,82080000,22690000,2110000,1800000,10600000
530001-2631257,김지현,82680000,미혼,0,2,1470000,1080000,1460000,860000,47390000,91540000,3460000,3620000,6560000,15050000
520109-2547529,이보람,39040000,미혼,2,4,1700000,1650000,4420000,300000,82850000,46160000,35190000,170000,1800000,10040000
540825-2514618,이민석,42850000,미혼,2,2,4680000,2750000,7330000,990000,104360000,35440000,38780000,2940000,6190000,24880000
920203-2867433,김현준,42760000,기혼,0,2,4790000,1840000,970000,1800000,97740000,46520000,47550000,660000,3200000,13260000
960810-1268171,윤상호,88590000,미혼,2,3,1840000,840000,2750000,830000,106750000,98990000,37930000,3880000,3150000,13290000
180627-1428042,남옥자,54130000,기혼,2,1,5000000,170000,7590000,540000,187480000,59340000,40150000,3140000,4010000,20450000
240221-2221200,김정희,42700000,미혼,0,4,3770000,1380000,4530000,710000,20360000,44180000,30240000,2460000,2590000,15440000
090126-2516721,김지훈,82190000,미혼,3,2,170000,2750000,5040000,130000,154390000,95850000,15380000,1560000,260000,9910000
970200-2861307,김지훈,71530000,미혼,0,5,720000,2700000,5930000,560000,50300000,33370000,34010000,480000,1410000,11800000
450427-1182017,김성진,23330000,미혼,2,3,4800000,2390000,700000,10000,52090000,30060000,35670000,1050000,10000,8960000
810716-1503090,박승민,61600000,기혼,2,5,4240000,730000,1350000,1710000,99550000,54950000,30520000,3050000,3840000,14920000
900407-2329445,김옥자,72570000,미혼,2,5,80000,1940000,5060000,1270000,101520000,67970000,8760000,1200000,5790000,15340000
710405-1613770,김영자,74120000,기혼,0,3,4240000,2380000,3400000,1930000,165600000,25350000,23680000,990000,720000,13660000
850107-1638049,김옥순,96540000,미혼,1,4,4820000,2000000,1090000,530000,179810000,40830000,5900000,3030000,770000,12240000
630609-1306827,김하윤,26560000,미혼,3,1,1460000,910000,3190000,570000,89530000,38850000,33590000,3180000,1480000,10790000
610614-1440462,최상호,30120000,미혼,0,5,1750000,1360000,7640000,1670000,13840000,73200000,43690000,2730000,3340000,18490000
180009-2867174,이성진,80770000,기혼,3,3,3550000,2310000,3480000,0,122610000,90300000,47890000,2310000,5880000,17530000
340328-2957948,박은서,93380000,기혼,2,5,3820000,1910000,3430000,1940000,48030000,36390000,2120000,2480000,5480000,19060000
330520-2953041,최성훈,57090000,미혼,0,2,3110000,1000000,7560000,560000,92560000,18860000,42050000,3840000,1910000,17980000
220620-2287442,노주원,72720000,미혼,1,4,2310000,250000,3870000,1430000,33540000,36860000,26550000,220000,1290000,9370000
780806-2475568,박영호,65860000,미혼,2,2,1950000,780000,270000,1740000,102960000,25740000,23520000,3210000,4680000,12630000
550123-2755728,이옥자,22150000,기혼,0,5,4290000,1660000,3350000,1530000,45930000,97030000,17200000,1470000,690000,12990000
190227-2426330,김정웅,72880000,기혼,3,2,1020000,2630000,3000000,1160000,68790000,56240000,20730000,680000,750000,9240000
520828-1336986,김정남,23520000,미혼,1,5,4910000,1150000,6030000,1920000,112700000,42510000,23040000,1880000,2610000,18500000
870217-1366344,박준혁,97150000,미혼,0,1,4810000,1220000,5430000,10000,20330000,41390000,4280000,310000,3750000,15530000
770212-2157960,홍영일,83900000,기혼,1,2,4620000,1940000,5870000,430000,194100000,90720000,31510000,3080000,1770000,17710000
610003-1106747,성진호,35110000,미혼,2,2,1020000,1310000,6240000,1400000,108570000,10030000,30030000,1310000,2730000,14010000
880924-1268798,김옥순,39550000,기혼,1,3,2210000,2430000,4540000,1900000,106040000,74920000,41010000,1440000,3310000,15830000
130308-1063259,김지민,98950000,기혼,3,3,3480000,1660000,3980000,1890000,136310000,48770000,17520000,2110000,3400000,16520000
150803-2690412,조예준,73340000,기혼,1,4,4540000,1280000,5580000,1190000,150460000,80100000,37190000,2180000,970000,15740000
790128-1050704,곽정훈,48720000,미혼,0,4,1650000,680000,7460000,1220000,83790000,92650000,12800000,1720000,60000,12790000
730825-1990497,유경자,26420000,미혼,2,4,530000,2520000,6680000,1420000,188180000,72040000,7440000,2330000,4060000,17540000
910019-2722627,박지혜,87610000,기혼,3,3,4430000,620000,6130000,1150000,128750000,68880000,29320000,3780000,5940000,22050000
250628-2093867,권지민,52050000,기혼,0,4,3600000,1290000,2180000,1600000,96920000,97210000,5650000,110000,5470000,14250000
120700-1112268,오지후,87170000,미혼,1,4,3960000,2720000,3150000,1280000,83010000,76120000,47270000,2250000,410000,13770000
930303-1040871,고윤서,98320000,기혼,1,2,2200000,390000,5790000,1620000,142410000,93530000,46620000,3870000,4840000,18710000
010501-2931769,이우진,78780000,기혼,1,4,1200000,1970000,5000000,420000,124120000,44130000,28660000,690000,6320000,15600000
710411-1774745,오은주,80290000,기혼,3,4,490000,500000,2180000,1150000,195680000,43810000,12110000,80000,4450000,8850000
970812-2231714,이민서,92490000,미혼,3,1,3110000,1750000,830000,1700000,153540000,20880000,49140000,1550000,5330000,14270000
290014-1466436,송영식,93180000,미혼,2,3,1540000,650000,3890000,290000,60540000,12550000,10940000,80000,3360000,9810000
480613-1196130,박성현,73220000,미혼,0,3,3130000,140000,400000,700000,147490000,82750000,8040000,710000,4370000,9450000
730615-1414902,박채원,48700000,기혼,0,2,2240000,820000,1330000,650000,36810000,36260000,22460000,2730000,890000,8660000
770329-2634905,홍정훈,65470000,기혼,2,3,1320000,1400000,5090000,1790000,119680000,62370000,11120000,3640000,2570000,15810000
310409-2547453,이준서,80360000,기혼,0,3,4350000,1990000,5880000,280000,90440000,58090000,20820000,2880000,2980000,18360000
830829-1858374,김순옥,47360000,기혼,3,2,2070000,1990000,8000000,210000,94920000,24040000,36620000,1380000,4700000,18350000
680815-2419585,김영길,66430000,기혼,2,2,580000,1770000,5900000,600000,192740000,17580000,15470000,240000,90000,9180000
390613-2689705,강우진,68640000,기혼,0,5,2290000,1530000,7070000,240000,148000000,44780000,25300000,2440000,3510000,17080000
460329-2150289,윤상철,90790000,미혼,1,1,210000,1630000,7560000,70000,74280000,99320000,33870000,3060000,1680000,14210000
940405-2671751,유도윤,71180000,미혼,2,1,2020000,180000,1080000,680000,27910000,43300000,10510000,3240000,2790000,9990000
640108-2467073,문민수,86760000,기혼,3,3,4220000,550000,3000000,1270000,56860000,98390000,17580000,1480000,6010000,16530000
650917-2961566,김성호,21840000,기혼,3,3,1630000,370000,6340000,1410000,80220000,78470000,30380000,910000,4490000,15150000
240109-1231996,이성수,84140000,미혼,2,2,740000,520000,7850000,1980000,192390000,50330000,3680000,10000,5410000,16510000
390728-1929308,이영수,77540000,기혼,0,1,3370000,2510000,1450000,740000,168300000,90040000,29860000,3610000,1230000,12910000
930108-1921359,심우진,58210000,기혼,3,3,980000,310000,1210000,1110000,26170000,76940000,10450000,2620000,3200000,9430000
010622-1679586,이지은,32350000,미혼,0,1,1480000,200000,440000,1230000,87780000,94170000,7890000,560000,3900000,7810000
890013-2512924,이하은,68530000,기혼,0,4,4440000,940000,2100000,1790000,101010000,97650000,15350000,3310000,3030000,15610000
580629-2836052,김은서,61670000,기혼,3,4,3810000,1230000,730000,510000,193960000,66400000,35930000,3370000,6070000,15720000
780520-1744489,박영일,58370000,미혼,0,5,2560000,680000,5020000,390000,119260000,18830000,9180000,3520000,4830000,17000000
960807-1681669,이도현,33190000,미혼,1,3,2820000,790000,7310000,1460000,121310000,51180000,28460000,3450000,600000,16430000
940208-2050561,김상호,35990000,기혼,3,2,4690000,1580000,6060000,1790000,48390000,38580000,22580000,230000,620000,14970000
310502-1540577,윤재호,68910000,기혼,1,3,580000,1110000,6780000,10000,138450000,96590000,20500000,2440000,1170000,12090000
710427-1274799,구주원,63670000,기혼,1,5,3410000,770000,5310000,600000,161250000,9470000,45730000,3060000,5660000,18810000
350709-1362483,이영진,56890000,미혼,3,3,4690000,2630000,570000,650000,30430000,7650000,45790000,3080000,3010000,14630000
190427-2371885,김보람,37270000,미혼,1,3,1630000,1660000,3080000,180000,141810000,96440000,47160000,430000,870000,7850000
370111-2168245,류순자,22650000,미혼,0,1,4090000,1000000,4610000,1100000,18320000,20120000,13050000,3780000,3100000,17680000
110610-1083982,이경자,87860000,기혼,2,2,3820000,2340000,850000,660000,91680000,48770000,49740000,130000,6130000,13930000
450022-1558222,전영숙,97040000,미혼,0,2,3120000,420000,6570000,230000,185960000,73210000,38170000,3210000,1660000,15210000
360522-2216519,류성진,93380000,기혼,2,4,4640000,1770000,7060000,290000,110220000,57030000,9730000,2460000,1370000,17590000
490622-1886437,곽영자,82610000,미혼,0,2,3330000,1800000,1530000,90000,20970000,41040000,24620000,1740000,1070000,9560000
210212-2385529,백보람,42680000,미혼,3,1,380000,1070000,2590000,900000,198010000,85560000,49140000,3230000,120000,8290000
900029-1820099,김영숙,75770000,기혼,3,3,3660000,1830000,7910000,1410000,85040000,92010000,40140000,3280000,6250000,24340000
570522-1446347,안현숙,66800000,기혼,1,5,320000,2440000,5650000,180000,197210000,13630000,12180000,2040000,1720000,12350000
210421-1681637,전지영,59240000,미혼,2,2,2220000,1880000,870000,400000,96850000,84630000,12850000,2290000,1140000,8800000
180504-2799260,윤상호,81180000,미혼,3,4,2200000,1910000,2470000,330000,108530000,6390000,33820000,2920000,3650000,13480000
070829-2538362,남혜진,70980000,기혼,3,2,2450000,2470000,40000,1470000,164090000,60980000,21610000,3180000,5470000,15080000
330828-2470788,김아름,99150000,기혼,0,3,1850000,490000,2640000,90000,19370000,23620000,23180000,1580000,2400000,9050000
990718-1067200,이건우,29050000,미혼,1,4,2650000,1960000,5250000,890000,117740000,36560000,46580000,3330000,1170000,15250000
050527-2074156,고명자,44940000,기혼,2,3,3710000,2440000,530000,1730000,86670000,19260000,22360000,1140000,2750000,12300000
940619-2768358,이도윤,96130000,기혼,0,5,440000,2250000,5410000,600000,69990000,72400000,5640000,910000,2750000,12360000
290215-2070486,백서윤,29320000,기혼,3,2,2280000,2740000,4820000,60000,18760000,5320000,41550000,1980000,2210000,14090000
600624-2302609,김민준,63270000,기혼,0,2,3030000,1660000,6860000,750000,16720000,23900000,22910000,3690000,5600000,21590000
890523-2305918,박경수,67180000,미혼,2,5,3220000,2040000,3270000,240000,113140000,72970000,11400000,1740000,1920000,12430000
940701-1429253,김상훈,36860000,미혼,3,1,5000000,450000,1360000,1510000,164000000,43400000,31080000,2700000,10000,11030000
590813-2048430,김현지,67230000,미혼,0,5,1140000,1580000,5880000,1890000,111200000,70970000,8810000,1980000,5820000,18290000
310121-2249375,김순자,90290000,미혼,0,4,270000,730000,2130000,230000,88030000,46150000,35700000,880000,6820000,11060000
150306-1881893,정수민,76110000,미혼,3,1,3880000,2250000,4140000,1090000,194200000,32760000,29500000,3920000,6220000,21500000
700922-1752268,권현우,41190000,미혼,2,1,3330000,1340000,4840000,1670000,127880000,90120000,41580000,700000,4510000,16390000
260201-1472501,이현정,60790000,기혼,2,3,4040000,1650000,1290000,1450000,10940000,6100000,40080000,1200000,2270000,11900000
150022-2604257,한예준,81550000,기혼,1,3,1730000,2140000,1530000,730000,157950000,71330000,22590000,500000,2610000,9240000
540228-2122648,민현주,42210000,미혼,2,2,3540000,1420000,4730000,50000,188210000,70310000,41560000,2490000,860000,13090000
220108-1756813,박도현,47680000,기혼,0,3,4520000,2030000,7590000,1430000,59720000,7390000,36560000,3880000,4600000,24050000
790416-2001576,김영일,24290000,기혼,1,2,2450000,1420000,5090000,30000,32780000,84930000,25920000,1590000,4920000,15500000
370405-1095751,김영환,63210000,기혼,0,1,3310000,170000,3660000,1900000,162660000,32280000,13740000,2390000,2390000,13820000
130229-1431736,이예은,54680000,기혼,0,2,3410000,460000,3030000,810000,86800000,88420000,49710000,1160000,5750000,14620000
930012-1218373,김은서,53450000,미혼,1,4,2800000,1720000,6390000,890000,73250000,14580000,32170000,1130000,6540000,19470000
610602-2169108,김정남,96010000,미혼,3,3,2750000,1160000,2290000,1390000,122690000,97140000,48410000,3670000,6990000,18250000
540707-2640933,양명숙,49740000,기혼,3,3,0,730000,600000,1540000,51280000,54420000,43060000,870000,5840000,9580000
960203-1678379,양지혜,49210000,미혼,1,5,3200000,1460000,5780000,260000,195380000,48600000,25470000,2270000,6930000,19900000
670927-2284889,김준혁,51530000,미혼,1,3,2370000,1900000,4010000,190000,63420000,13890000,29270000,670000,3950000,13090000
690312-1087169,이민서,54250000,미혼,1,2,4070000,1650000,1480000,1290000,142650000,47380000,29120000,730000,5680000,14900000
310206-2018889,이옥자,28000000,미혼,1,5,1770000,1400000,90000,1740000,11310000,95050000,15460000,1650000,6650000,13300000
950524-2531452,강혜진,36580000,미혼,0,2,3120000,1810000,4980000,220000,136180000,16270000,41200000,3000000,7000000,20130000
160912-1119920,조광수,74230000,기혼,0,1,2030000,650000,7040000,1680000,131710000,29110000,40950000,2540000,2980000,16920000
940908-1371841,정아름,83010000,기혼,0,2,1020000,2970000,1530000,500000,77170000,98160000,23180000,1740000,340000,8100000
300119-1443641,김지우,59010000,미혼,0,1,430000,2420000,4880000,220000,162180000,30770000,27440000,1320000,6200000,15470000
350514-2152478,박보람,53170000,기혼,3,4,710000,1320000,1510000,220000,110180000,86790000,25410000,1130000,6080000,10970000
680106-2257453,김지영,61450000,미혼,2,1,1560000,2430000,1030000,880000,197720000,83520000,37180000,3280000,4920000,14100000
930713-2128138,김주원,67570000,기혼,1,1,3070000,60000,4860000,1770000,193200000,35710000,39310000,3840000,350000,13950000
900502-2653386,오상현,32000000,미혼,1,5,3090000,120000,3220000,730000,27400000,20850000,21870000,110000,810000,8080000
030918-2029888,이준영,51470000,기혼,2,3,3320000,1770000,5580000,1430000,15800000,91850000,47790000,2860000,4520000,19480000
220115-2554093,홍예준,26180000,미혼,3,1,1180000,1880000,4080000,410000,108750000,25080000,22430000,3980000,1970000,13500000
110419-2367850,이미경,90920000,미혼,0,3,3170000,1970000,3590000,1460000,134490000,52250000,16780000,2310000,850000,13350000
880028-2998099,이영일,34520000,기혼,1,1,4300000,1780000,5540000,1800000,112340000,42380000,43880000,1730000,2920000,18070000
490013-2895160,김민준,75980000,기혼,2,5,4500000,2140000,2960000,1320000,184530000,23850000,32340000,500000,2440000,13860000
120120-1168917,최민서,70670000,미혼,2,5,3490000,2950000,770000,1040000,132510000,28510000,43170000,1190000,3310000,12750000
270608-2705239,김성수,48710000,미혼,1,3,1670000,2470000,6890000,90000,48230000,28020000,44960000,3650000,3640000,18410000
040412-1415998,문정희,58520000,미혼,3,1,4130000,2350000,4520000,800000,37780000,79460000,17980000,1410000,3920000,17130000
230922-1617409,이지연,26630000,미혼,1,3,2890000,2280000,3690000,950000,122820000,36800000,42760000,730000,2270000,12810000
000920-1785479,김영미,53750000,기혼,3,4,5000000,990000,3370000,990000,79230000,36440000,13020000,2680000,290000,13320000
990915-1746566,강시우,81990000,미혼,3,2,600000,340000,2430000,1350000,21500000,8550000,35560000,3530000,5900000,14150000
440014-1934435,장명숙,31000000,미혼,2,1,4370000,320000,7840000,1160000,95410000,17960000,11080000,2200000,180000,16070000
700125-2683499,김지혜,58150000,미혼,2,5,2130000,1420000,5520000,110000,78310000,38360000,40960000,2980000,2540000,14700000
870213-1948147,박도현,72340000,기혼,3,4,1060000,2710000,2720000,790000,126280000,7970000,16470000,270000,4340000,11890000
030802-2903804,문동현,28030000,기혼,1,5,3140000,220000,3670000,180000,70280000,55350000,9060000,3440000,1480000,12130000
